"booktitle","bookhref","brief"
"阴符经","https://so.gushiwen.cn/guwen/book_46653FD803893E4FA78A47F999F29CC9.aspx","《阴符经》又称《黄帝阴符经》与《混元阳符经》相配，论涉养生要旨、气功、房中等方面。关于成书有人说黄帝，有人说是战国时的苏秦，近代学者多认为其成书于南北朝。作为一部高度精炼的道教经书，《黄帝阴符经》正如其他许多具有理性精神之道教学者所撰之作品一样，不是简单因袭易学义理派的言辞，而是运用其义理思维，以《易》通《老》，演述“神仙抱一之道”、“富国安人之法”、“强兵战胜之术”，全书以隐喻论述养生，愚者不查谓兵法权谋等说或谓苏秦之“太公阴符之谋”皆离旨甚远。如道教《纯阳演正孚佑帝君既济真经》,通篇全部以军事术语写成,不知者初见会认定是一篇兵书。因此李筌、张果老、朱熹等人曾先后为《阴符经》作注。朱熹虽然认为其伪但认为“非深于道者不能作”。《阴符经》旧题黄帝撰，所以也叫做《黄帝阴符经》。因而有题称伊尹、太公、范蠡、鬼谷子、张良、诸葛亮等注解。这一说，最不合理。宋黄庭坚说：“《阴符经》出于唐李筌。熟读其文，知非黄帝书也”，“又妄托子房、孔明诸贤训注，尤可笑。惜不经柳子厚一掊击也”。好事者说黄帝撰经，并且假托太公、张良等作注，这些都是显明的依托古人说法，不可置信。自唐李筌为《阴符经》作注，以后累朝均不乏好事者步其后尘，迨至晚清，《阴符经》注解本已不下百余种，今仅存于明《正统道藏》的便有二十四种。注解虽多，但众说纷纭，见解芜杂。"
"金匮要略","https://so.gushiwen.cn/guwen/book_46653FD803893E4FB58FA17BF25F607B.aspx","《金匮要略》是我国东汉著名医学家张仲景所著《伤寒杂病论》的杂病部分，也是我国现存最早的一部论述杂病诊治的专书，原名《金匮要略方论》。“金匮”是存放古代帝王圣训和实录的地方，意指本书内容之珍贵。全书分上、中、下三卷，共25篇，载疾病60余种，收方剂262首。所述病证以内科杂病为主，兼及外科、妇科疾病及急救卒死、饮食禁忌等内容。被后世誉为“方书之祖”。"
"黄帝四经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F453323AC4B6FC428.aspx","《黄帝四经》是马王堆汉墓出土帛书，初付于帛书老子乙本前，当时称《老子乙本卷前古佚书》，后经专家鉴定，认为此书是失传已久的《黄帝四经》。《汉书．艺文志》曾经著录此书，但汉以后就失传了，学者根据书的内容、文字、篇章数目等研究，认为此书成书时期当晚于《老子》，早于《管子》、《孟子》、《庄子》。它体现了道家学说由老子一派变成黄老学派的转变，对先秦各家各派都有直接或间接的影响。《黄帝四经》于经学研究有极重要的地位。"
"晋书","https://so.gushiwen.cn/guwen/book_46653FD803893E4FF38D95DF0182D31F.aspx","《晋书》，中国的二十四史之一，唐房玄龄等人合著，作者共二十一人。记载的历史上起三国时期司马懿早年，下至东晋恭帝元熙二年（420年）刘裕废晋帝自立，以宋代晋。该书同时还以“载记”形式，记述了十六国政权的状况。原有叙例、目录各一卷，帝纪十卷，志二十卷，列传七十卷，载记三十卷，共一百三十二卷。后来叙例、目录失传，今存一百三十卷。"
"食疗本草","https://so.gushiwen.cn/guwen/book_46653FD803893E4FB5E4ECF6EB1D2DB6.aspx","《食疗本草》，食疗专著，3卷。唐代孟诜撰，张鼎增补改编。约成书于唐开元年间(713～741年)。一般认为此书前身为孟诜《补养方》，张鼎补充89种食疗品，又加按语(冠以“案经”，或作“谨按”)，编为本书。共载文227条，涉及260种食疗品。诸品名下，注明药性(温、平、寒、冷)，不载其味。正文述功效、禁忌及单方，间或论及形态、修治、产地等。首载菠薐、胡荽、莙荙、鳜鱼等食蔬。尤以动物脏器疗法与藻菌类食疗作用之记载引人注目。所录食疗经验多切实际，药物来源广泛，充分顾及食品毒性宜忌及地区性，为唐代较系统全面之食疗专著。原书早佚，敦煌曾有残卷出土，近代有辑佚本。"
"太白阴经","https://so.gushiwen.cn/guwen/book_46653FD803893E4FF951D7C1D70940A8.aspx","《神机制敌太白阴经》又称《太白阴经》,道家著作，中国古人认为太白星主杀伐，因此多用来比喻军事，《太白阴经》的名称由此而来。作者为唐朝的李筌。中国古代重要兵书。唐代宗时河东节度使都虞候李筌撰。李里籍未详，《集仙传》道其仕至荆南节度副使、仙州刺史等。全书10卷。现存《墨海金壶》、平津馆影宋抄本等。"
"剪灯新话","https://so.gushiwen.cn/guwen/book_46653FD803893E4FCBC6D82E27E08D9B.aspx","《剪灯新话》，明代文言短篇小说，中国十大禁书之一，作者是瞿佑。最早在洪武十一年编订成帙，以抄本流行。元末明初的社会大动荡，摧残、扭曲着社会中、下层男女的情欲生活。此书为中国历史上第一部禁毁小说，除摹书普罗男女的畸变离奇隐秘外，其人鬼相恋，“交合之事，一如人间”，亦成为遭禁主要原因之一。作者自己都坦陈此书“近于诲淫，藏之书笥，不欲傅出”。"
"人物志","https://so.gushiwen.cn/guwen/book_46653FD803893E4F903ADE57A91D403C.aspx","《人物志》是一部系统品鉴人物才性的玄学著作，也是一部研究魏晋学术思想的重要参考书。全书共三卷十二篇，三国魏刘劭所作，南北朝时西凉刘炳曾为之作注。书中讲述的识鉴人才之术、量能用人之方及对人性的剖析。"
"文始真经","https://so.gushiwen.cn/guwen/book_46653FD803893E4FC8FE9E9BB8969D3B.aspx","《文始真经》乃文始真人所著经书，以独特的视角将“道”的广阔无边的玄意天地展示在世人面前。所谓“文始”，可以理解为文明之始。因为他接受了老子的教诲，从而开发智慧，修证大道，得到成就，正是人类文明的最高境界。此经分为九篇，阐述宇宙和自然的规律，以养性为中心思想，体会虚无中的真实。"
"北史","https://so.gushiwen.cn/guwen/book_46653FD803893E4F9A2C7E8DC94BA11E.aspx","《北史》是汇合并删节记载北朝历史的《魏书》、《北齐书》、《周书》而编成的纪传体史书。魏本纪五卷、齐本纪三卷、周本纪二卷、隋本纪二卷、列传八十八卷，共一百卷。记述从北魏登国元年(386（丙戌年）)到隋义宁二年(618)的历史。《南史》与《北史》为姊妹篇，是由李大师及其子李延寿两代人编撰完成的。"
"神峰通考","https://so.gushiwen.cn/guwen/book_46653FD803893E4FBDD8375579B0772B.aspx","《神峰通考》是，古代汉族传统命理学著作。四柱八字命理古籍之一，被称为但凡研究八字算命者必看的命理古籍资料，在命理学术界中其地位非常之高。原名为《神峰张先生通考命理正宗辟谬大全》为明朝神峰子张楠所著。是命理学十大古籍名著之一。"
"陈书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F76952BF39D4748C0.aspx","《陈书》是一本纪传体史书，唐朝人姚思廉所著，凡三十六卷，记南朝陈朝史。记载自陈武帝陈霸先即位至陈后主陈叔宝亡国前后三十三年间的史实，成书于贞观十年（636年）。"
"二刻拍案惊奇","https://so.gushiwen.cn/guwen/book_46653FD803893E4F24C4A5D1CB76B185.aspx","《二刻拍案惊奇》为拟话本小说集。明末凌濛初编著。于1632年（崇桢五年）成书刊行，与作者前著《初刻拍案惊奇》合称“二拍”。四十卷，每卷一篇，共四十篇，其中卷二十三《大姊魂游完宿愿，小姨病起续前缘》，与《初刻拍案惊奇》卷二十三相同，卷四十已亡佚，补录杂剧《宋公明闹元宵杂剧》以充数。作者自称系“偶戏取古今所闻一二奇局可纪者演而成说”，题材大多取自前人。该书的思想内容是比较复杂，但从总体上看，在一定程度上反映了新兴的市民阶层的思想观念，其所提倡的传统道德中也有不可否定的健康成分。在中国文学史上有较重要的影响。"
"权谋残卷","https://so.gushiwen.cn/guwen/book_46653FD803893E4F54F3D13F13896799.aspx","《权谋残卷》是明代张居正所作的一部权谋类著作，共分为13卷。听其言而观其行，观其色而究其实。 察者智，不察者迷；明察，进可以全国，退可以保身。君子宜惕然。"
"乾坤大略","https://so.gushiwen.cn/guwen/book_46653FD803893E4F8CFE97313BB9D86D.aspx","《乾坤大略》是一部专讲战略的军事著作。《乾坤大略》的指导思想是专论大端，即专论“王霸大略”。览天下之大势，求帝王之得失成败，阐述逐鹿问鼎、扭转乾坤的大方略。对于此一性质，作者王余佑明确指出：“此非谈兵也，谈略也。”“至于选将、练兵、安营、布阵、器械、旗鼓、间谍、向导、地利、赏罚、号令种种诸法，各有专书，不在此列。”"
"公羊传","https://so.gushiwen.cn/guwen/book_46653FD803893E4F1C34B0BCE27385A0.aspx","《公羊传》又名《春秋公羊传》，儒家经典之一。上起鲁隐公元年，止于鲁哀公十四年，与《春秋》起讫时间相同。其作者为卜商的弟子，战国时齐国人公羊高。起初只是口说流传，西汉景帝时，传至玄孙公羊寿，由公羊寿与胡母生一起将《春秋公羊传》着于竹帛。《公羊传》有东汉何休撰《春秋公羊解诂》、唐朝徐彦作《公羊传疏》、清朝陈立撰《公羊义疏》。"
"司马法","https://so.gushiwen.cn/guwen/book_46653FD803893E4FC47A2346B3A2170E.aspx","《司马法》是我国古代重要兵书之一。大约成书于战国初期。据《史记·司马穰苴列传》记载：“齐威王(公元前356-前320年)使大夫追论古者司马兵法而附穰苴于其中，因号曰《司马穰苴兵法》。”《司马法》流传至今已两千多年，亡佚很多，现仅残存五篇。但就在这残存的五篇中，也还记载着从殷周到春秋、战国时期的一些古代作战原则和方法，对我们研究那个时期的军事思想，提供了重要的资料。"
"桃花扇","https://so.gushiwen.cn/guwen/book_46653FD803893E4F1841728E099750E9.aspx","《桃花扇》是清代文学家孔尚任创作的传奇剧本，于清康熙三十八年（1699年）六月完稿，康熙四十七年（1708年）刊成初版。所写的是明代末年发生在南京的故事。全剧以侯方域、李香君的悲欢离合为主线，展现了明末南京的社会现实。同时也揭露了弘光政权衰亡的原因，歌颂了对国家忠贞不渝的民族英雄和底层百姓，展现了明朝遗民的亡国之痛。"
"后汉书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F696F1C9377733E73.aspx","《后汉书》是一部由我国南朝刘宋时期的历史学家范晔编撰的记载东汉历史的纪传体史书。与《史记》、《汉书》、《三国志》合称“前四史”。书中分十纪、八十列传和八志（司马彪续作），记载了从光武帝刘秀起至汉献帝的195年历史。"
"儒林外史","https://so.gushiwen.cn/guwen/book_46653FD803893E4FCD8EC57A1E170910.aspx","《儒林外史》，长篇小说，清代吴敬梓作。五十六回。成书于1749年（乾隆十四年）或稍前，先以抄本传世，初刻于1803年（嘉庆八年）。以写实主义描绘各类人士对于“功名富贵”的不同表现，一方面真实的揭示人性被腐蚀的过程和原因，从而对当时吏治的腐败、科举的弊端礼教的虚伪等进行了深刻的批判和嘲讽；一方面热情地歌颂了少数人物以坚持自我的方式所作的对于人性的守护，从而寄寓了作者的理想。该书代表着中国古代讽刺小说的高峰，它开创了以小说直接评价现实生活的范例。"
"元史","https://so.gushiwen.cn/guwen/book_46653FD803893E4F61AA6AF9C3137F94.aspx","《元史》是系统记载元朝兴亡过程的一部纪传体断代史，成书于明朝初年，由宋濂（1310～1381年）、王祎（1321～1373年）主编。全书二百一十卷，包括本纪四十七卷、志五十八卷、表八卷、列传九十七卷，记述了从蒙古族兴起到元朝建立和灭亡的历史。"
"搜神后记","https://so.gushiwen.cn/guwen/book_46653FD803893E4F523C09BE5F18A4D6.aspx","《搜神后记》又名《续搜神记》，是《搜神记》的续书。题为东晋陶潜(365-427)撰。所记有元嘉十四年（437年）、十六年（439年）事，其伪不可待辩。皆陶潜死后事，故疑此书为伪托，或以为经后人增益。《搜神后记》与《搜神记》的体例大致相似，但内容则多为《搜神记》所未见。该书凡十卷，一百一十七条。《搜神后记》在魏晋南北朝的志怪群书中是颇具特色的。它内容上略为妖异变怪之谈，而多言神仙；艺术上是芜杂琐碎的记叙减少，成片的 有关当地风土的民间故事。"
"说苑","https://so.gushiwen.cn/guwen/book_46653FD803893E4F1D3A4C91158EDF75.aspx","《说苑》，又名《新苑》，古代杂史小说集。刘向编。成书于鸿泰四年(前17)。原20卷，78。按各类记述春秋战国至汉代的遗闻轶事，每类之前列总说：事后加按语。其中以记述诸子言行为主，不少篇章中有关于治国安民、家国兴亡的哲理格言。主要体现了儒家的哲学思想、政治理想以及伦理观念。"
"李卫公问对","https://so.gushiwen.cn/guwen/book_46653FD803893E4F9E38EA64CF1D3DD1.aspx","《李卫公问对》又称《唐太宗李卫公问对》、《李靖问对》，或简称《唐李问对》、《问对》，是兵家著作。内容相传为记录唐太宗和李靖关于军事问题的问答。全书共分上、中、下 三卷：其中上卷四十问答，中卷三十三问答，下卷二十五问答，凡九十八次问答，约一万余字。在宋代神宗元丰年间被列为《武经七书》之一。"
